id,name,file,result,python_modules,duration,passed
10,da6c11fad0fc1966aa057e62bacccb2d,output_data_2.7.yml,OtherPass,td-watson,69.53,True
10,c8eb9d0938584a277f90,output_data_2.7.yml,OtherPass,robofab;fonttools,132.71,True
10,f5b0d13b0bb3e4ac0572,output_data_2.7.yml,ImportError,,803.19,False
10,1554441,output_data_2.7.yml,OtherPass,django;requests,89.93,True
10,867684,output_data_2.7.yml,TypeError,tornado;your;mysql-connector-python,407.6,True
10,3094847,output_data_2.7.yml,OtherPass,django,48.59,True
10,6695625,output_data_3.7.yml,SyntaxError,,612.06,False
10,efbe081b2bde5662cc1e76db0e12289e,output_data_2.7.yml,OtherPass,opencv-python,149.18,True
10,1183842,output_data_3.7.yml,SyntaxError,,729.69,False
10,4599814,output_data_2.7.yml,OtherPass,numpy;scipy,68.32,True
10,893580,output_data_2.7.yml,OtherPass,biopython,206.52,True
10,9132441,output_data_2.7.yml,NameError,scene,54.51,True
10,5201689,output_data_3.7.yml,NoMatchingDistribution,ogr,758.72,False
10,e3b59913d71d82a03eda,output_data_3.7.yml,SyntaxError,,956.94,False
10,6404683,output_data_3.3.yml,SyntaxError,weibo;requests,338.04,False
10,8285428,output_data_2.7.yml,NameError,scene,37.36,True
10,a7c41b072cfa4cc2c592,output_data_2.7.yml,NoMatchingDistribution,idaapi,724.07,False
10,2838603,output_data_2.7.yml,OtherFailure,geopy;shapely;gdal,710.69,False
10,4504341,output_data_3.7.yml,SyntaxError,burp,1089.52,False
10,2f8f55987ccc224e2342,output_data_2.7.yml,ImportError,flask,699.91,False
10,3803893,output_data_2.7.yml,OtherFailure,numpy;rpy2;scipy,402.58,False
10,1fa4f3360ffdb1e69507,output_data_3.7.yml,SyntaxError,,468.88,False
10,817a70706587da3bd862835c59ef584e,output_data_2.7.yml,OtherPass,django;djangorestframework;pillow,315.31,True
10,5073235,output_data_2.7.yml,ImportError,,306.81,False
10,756b1d8df2d1487497d29b90e81f8068,output_data_2.7.yml,OtherPass,pyopenssl;requests,116.09,True
10,4334461,output_data_2.7.yml,OtherPass,django,67.53,True
10,51edd66425998e5fca37,output_data_3.8.yml,AttributeError,foundation;uikit;webvirtmgr;pyobjc,541.41,False
10,73efaccda6025883fc66,output_data_2.7.yml,OtherPass,pyyaml,102.49,True
10,5eaed8a5c299e5282d066a1fbc03152c,output_data_2.7.yml,OtherPass,django,56.56,True
10,11078820,output_data_3.7.yml,OtherPass,,26.18,True
10,925270,output_data_2.7.yml,OtherPass,django,45.17,True
10,0cfe89a89b892e47e8418e281dfe318d,output_data_2.7.yml,OtherPass,django;django-contrib-postgres;psycopg2,142.24,True
10,eca49daaae6d4566383b39908bfc3fd0,output_data_3.7.yml,OtherPass,requests,151.84,True
10,9cba618eacedc68c656b,output_data_3.8.yml,SyntaxError,cachetools;scapy,365.57,False
10,da0ebd94c1c1fcf7ef6f3cd3f1f6fb9c,output_data_2.7.yml,NameError,pillow,188.42,True
10,8752582,output_data_2.7.yml,ImportError,django;application;requests;sqlalchemy;views,438.31,False
10,1308865,output_data_2.7.yml,OtherPass,django,32.03,True
10,ff2f97d91c9bed820c15,output_data_2.7.yml,OtherPass,numpy;scipy,577.26,True
10,379cc31c29cfb5bdc9a0,output_data_2.7.yml,OtherPass,numpy;scikit-learn;chainer;tensorflow,303.83,True
10,5181631,output_data_2.7.yml,ImportError,,364.15,False
10,2203822,output_data_3.7.yml,SyntaxError,,397.94,False
10,0d5b3e7cc89cb2180c6e,output_data_2.7.yml,OtherPass,pillow,140.29,True
10,3676137,output_data_2.7.yml,OtherPass,django,104.44,True
10,d1426ffad93b786e035e,output_data_2.7.yml,OtherPass,django,142.2,True
10,d14e424540faedb3ea88,output_data_2.7.yml,OtherFailure,openerp-web;python-xml,649.5,False
10,10792332,output_data_3.8.yml,OtherPass,,27.8,True
10,4713392,output_data_3.7.yml,SyntaxError,kurt;exception,893.81,False
10,5bfad28ceb3a484dfd2a,output_data_3.8.yml,InvalidRequirement,scipy;scikit-learn;snippet,1200,False
10,7719991351343a92aa7b654d2b36c8db,output_data_2.7.yml,ImportError,paho-mqtt,638.32,False
10,8838751,output_data_3.7.yml,SyntaxError,photos,1142.74,False
10,4575855,output_data_2.7.yml,OtherPass,django,161.67,True
10,1435555,output_data_2.7.yml,OtherPass,twisted,104.33,True
10,8464000,output_data_2.7.yml,CouldNotBuildWheels,opencv-python;pyside,382.74,False
10,6649639,output_data_2.7.yml,OtherPass,flask,187.78,True
10,c4b999517b713adb6480a349bb6d7658,output_data_3.7.yml,TypeError,google;oauth2client;google-cloud-monitoring,1130.43,True
