id,name,file,result,python_modules,duration,passed
8,da6c11fad0fc1966aa057e62bacccb2d,output_data_2.7.yml,OtherPass,td-watson,94.38,True
8,c8eb9d0938584a277f90,output_data_2.7.yml,OtherPass,robofab;fonttools,124.53,True
8,f5b0d13b0bb3e4ac0572,output_data_2.7.yml,ImportError,,699.12,False
8,1554441,output_data_2.7.yml,OtherPass,django,49.37,True
8,867684,output_data_3.8.yml,TypeError,tornado;your;sqlalchemy;mysqlclient,297.62,True
8,3094847,output_data_2.7.yml,OtherPass,django,33.32,True
8,6695625,output_data_3.7.yml,SyntaxError,,496.4,False
8,efbe081b2bde5662cc1e76db0e12289e,output_data_2.7.yml,OtherPass,opencv-python,50.28,True
8,1183842,output_data_3.7.yml,SyntaxError,,587.17,False
8,4599814,output_data_2.7.yml,OtherPass,numpy;scipy,88.99,True
8,893580,output_data_2.7.yml,OtherPass,biopython,448.74,True
8,9132441,output_data_2.7.yml,NameError,scene,81.12,True
8,5201689,output_data_2.7.yml,NoMatchingDistribution,gdal;ogr,558.81,False
8,e3b59913d71d82a03eda,output_data_3.7.yml,SyntaxError,,931.71,False
8,6404683,output_data_3.3.yml,SyntaxError,weibo;requests,345.05,False
8,8285428,output_data_2.7.yml,NameError,scene,50.15,True
8,a7c41b072cfa4cc2c592,output_data_2.7.yml,OtherFailure,idc,561.33,False
8,2838603,output_data_2.7.yml,ImportError,geopy;shapely,836.55,False
8,4504341,output_data_3.7.yml,SyntaxError,burp,925.06,False
8,2f8f55987ccc224e2342,output_data_2.7.yml,ImportError,,702.94,False
8,3803893,output_data_2.7.yml,NoMatchingDistribution,numpy;scipy,453.05,False
8,1fa4f3360ffdb1e69507,output_data_3.7.yml,SyntaxError,,478.24,False
8,817a70706587da3bd862835c59ef584e,output_data_2.7.yml,OtherPass,django;djangorestframework;pillow,335.74,True
8,5073235,output_data_2.7.yml,ImportError,,409.01,False
8,756b1d8df2d1487497d29b90e81f8068,output_data_2.7.yml,OtherPass,pyopenssl;requests,92.43,True
8,4334461,output_data_2.7.yml,OtherPass,django;template,72.41,True
8,51edd66425998e5fca37,output_data_3.8.yml,AttributeError,foundation;uikit;webvirtmgr;pyobjc,432.87,False
8,73efaccda6025883fc66,output_data_2.7.yml,OtherPass,pyyaml,145.06,True
8,5eaed8a5c299e5282d066a1fbc03152c,output_data_2.7.yml,OtherPass,django,65.07,True
8,11078820,output_data_3.7.yml,OtherPass,,29.98,True
8,925270,output_data_2.7.yml,OtherPass,django,110.62,True
8,0cfe89a89b892e47e8418e281dfe318d,output_data_2.7.yml,OtherPass,django;psycopg2,536.85,True
8,eca49daaae6d4566383b39908bfc3fd0,output_data_3.7.yml,OtherPass,requests,152.87,True
8,9cba618eacedc68c656b,output_data_3.3.yml,OtherFailure,libemu;cachetools;scapy,343.89,False
8,da0ebd94c1c1fcf7ef6f3cd3f1f6fb9c,output_data_2.7.yml,NameError,pillow,203.72,True
8,8752582,output_data_2.7.yml,ImportError,django;application;requests;sqlalchemy;views,532.96,False
8,1308865,output_data_2.7.yml,OtherPass,django;requests,51.1,True
8,ff2f97d91c9bed820c15,output_data_2.7.yml,OtherPass,numpy;scipy,67.85,True
8,379cc31c29cfb5bdc9a0,output_data_2.7.yml,OtherPass,numpy;scikit-learn;chainer;tensorflow;matplotlib,364.37,True
8,5181631,output_data_2.7.yml,ImportError,,425.12,False
8,2203822,output_data_3.7.yml,SyntaxError,,502.7,False
8,0d5b3e7cc89cb2180c6e,output_data_2.7.yml,OtherPass,pillow,291.99,True
8,3676137,output_data_2.7.yml,OtherPass,django,137.29,True
8,d1426ffad93b786e035e,output_data_2.7.yml,OtherPass,django,155.99,True
8,d14e424540faedb3ea88,output_data_3.6.yml,SyntaxError,openerp-web;registrymanager;api,826.29,False
8,10792332,output_data_3.8.yml,OtherPass,,24.2,True
8,4713392,output_data_3.7.yml,SyntaxError,kurt,1003.43,False
8,5bfad28ceb3a484dfd2a,output_data_3.7.yml,NoMatchingDistribution,scipy;scikit-learn;snippet,1315.71,False
8,7719991351343a92aa7b654d2b36c8db,output_data_2.7.yml,ImportError,paho-mqtt,670.03,False
8,8838751,output_data_3.7.yml,SyntaxError,photos,1144.91,False
8,4575855,output_data_2.7.yml,OtherPass,django;requests,98.07,True
8,1435555,output_data_2.7.yml,OtherPass,twisted,45.78,True
8,8464000,output_data_2.7.yml,CouldNotBuildWheels,pyside;opencv-python,419.56,False
8,6649639,output_data_2.7.yml,OtherPass,flask,135.44,True
8,c4b999517b713adb6480a349bb6d7658,output_data_3.8.yml,OtherPass,google;oauth2client;google-cloud-monitoring,874.08,True
8,535acf4c62ee2a71da498281c2dfc4f4,output_data_2.7.yml,AttributeError,gym;numpy;tensorflow,390.06,False
8,5521734,output_data_2.7.yml,OtherPass,pillow,106.65,True
8,4034439,output_data_2.7.yml,ImportError,scene,469.46,False
8,11242170,output_data_2.7.yml,OtherPass,clipboard;pillow;pyperclip,296.19,True
8,d6cdb809115ecf46d5fea5a458c4dada,output_data_3.7.yml,NoMatchingDistribution,spynner;pyquery;pyqt4,534.93,False
8,9676416,output_data_2.7.yml,OtherPass,paramiko;pysocks,66.65,True
8,16ce4914683da30f87d0,output_data_2.7.yml,TypeError,numpy;scipy;scikit-learn,189.09,True
8,31eee50b9aaebf387b380f70054575c5,output_data_2.7.yml,OtherPass,tensorflow;tensorboard,85.44,True
8,a3dd4a35ecd94660411112999923d561,output_data_2.7.yml,ImportError,numpy;scipy;dask;toolz,681.99,False
8,8883307,output_data_2.7.yml,InvalidRequirement,_winreg,562.05,False
8,5807738,output_data_2.7.yml,ImportError,ycm,499.11,False
8,b5d44b5c06172733d9edda4bcf9326b2,output_data_2.7.yml,OtherPass,opencv-python;numpy,56.25,True
8,a2b9c6ecdb24ca8fd6f4f41a9c0eb32e,output_data_2.7.yml,ImportError,requests,582.48,False
8,20d90e1f21792a67eb6d27c445aa7a1f,output_data_2.7.yml,OtherPass,pyyaml,35.27,True
8,738fa2eedd9666b78404ed1751336f56,output_data_2.7.yml,NoMatchingDistribution,numpy;theano;lasagne;matplotlib;scipy,663.98,False
8,5803923,output_data_2.7.yml,OtherPass,django,114.48,True
8,3057138,output_data_2.7.yml,CouldNotBuildWheels,pyodbc;numpy;pandas,539.37,False
8,11538913,output_data_2.7.yml,ImportError,,644.72,False
8,805439,output_data_2.7.yml,ImportError,pyramid;sqlalchemy;zope;baseline;users;tutorial,908.4,False
8,5108298,output_data_2.7.yml,OtherPass,python-daemon,47.18,True
8,6337361,output_data_2.7.yml,OtherPass,django,51.68,True
8,5437131,output_data_3.8.yml,SyntaxError,,992.74,False
8,0306734dfe17076dfd34e09660c198c0,output_data_3.8.yml,OtherPass,pandas;numpy;shapely;geopandas;geojson,653.44,True
8,8497c831c0a37ec4060b,output_data_3.8.yml,SyntaxError,httplib2;websocket,480.28,False
8,2635074,output_data_2.7.yml,NoMatchingDistribution,sublime,451.13,False
8,d03a49767c7c307be5ed,output_data_3.7.yml,OtherPass,,29.83,True
8,2351057,output_data_3.7.yml,SyntaxError,numpy;scikit-learn,608.51,False
8,1074551,output_data_3.7.yml,SyntaxError,numpy,859.58,False
8,5882365,output_data_2.7.yml,NoMatchingDistribution,pyaudio;numpy;matplotlib,575.04,False
8,0b42dbd687ae3b838728,output_data_2.7.yml,OtherPass,gitpython,73.21,True
8,d6eb474543c32eb33504,output_data_2.7.yml,NoMatchingDistribution,cython;kivy,554.1,False
8,1701305,output_data_3.7.yml,SyntaxError,eyed3,680.16,False
8,6606487,output_data_3.8.yml,AttributeError,beautifulsoup4,604.86,False
8,391fb178d7c06e8dc7e4051d9b5395af,output_data_2.7.yml,InvalidRequirement,image;pytesseract;opencv-python;numpy;couldn't,825.28,False
8,2d4a4a8be57a9b8e94c7a4903d8d8bf8,output_data_2.7.yml,ImportError,requests,538.43,False
8,4712723,output_data_2.7.yml,OtherPass,xlwt;pillow,199.69,True
8,2288152,output_data_2.7.yml,OtherPass,pillow,46.98,True
8,cd9a1a7c969c06eaae8b,output_data_2.7.yml,OtherPass,django;six;django-haystack;elasticsearch,482.23,True
8,1650418,output_data_3.6.yml,SyntaxError,psycopg2;imposm,719.04,False
8,949ba045d1471c03ae7c,output_data_2.7.yml,SyntaxError,numpy;pandas;matplotlib;theano;keras;tensorflow,622.24,False
8,242176c5bdb282b0a327,output_data_2.7.yml,OtherPass,opencv-python;numpy;livestreamer,122.07,True
8,5df669df7b29806ca541,output_data_2.7.yml,ImportError,pandas;pymaps,697.74,False
8,891080,output_data_3.7.yml,SyntaxError,,540.45,False
8,7653403,output_data_3.7.yml,TypeError,pyyaml,25.73,True
8,594015,output_data_2.7.yml,OtherPass,django,53.65,True
8,3714115,output_data_2.7.yml,OtherPass,django,94.68,True
8,d64234a093e223e319d2d7a104d4b85e,output_data_3.8.yml,AttributeError,pyobjc,465.56,False
8,0c10e910e514832b7103,output_data_2.7.yml,ImportError,,1116.55,False
8,1534135a419bb0b957b9,output_data_2.7.yml,OtherPass,tensorflow;numpy,321.79,True
8,3989161,output_data_2.7.yml,ImportError,paho-mqtt,454.44,False
8,9228580,output_data_3.7.yml,SyntaxError,django;django-cms,638.64,False
8,ef26915065225df65c1187562eca7ec4,output_data_3.7.yml,OtherPass,torch;numpy,96.91,True
8,70ed63ee8992c401a9dd,output_data_2.7.yml,ImportError,,523.72,False
8,19284bd220165758a0c953ae25108b6b,output_data_2.7.yml,OtherFailure,mathutils;numpy,472.85,False
8,3829302,output_data_2.7.yml,OtherPass,django;factory,158.65,True
8,1402892,output_data_3.7.yml,NoMatchingDistribution,scikit-learn;numpy;scipy;snippet,1028.29,False
8,1165038,output_data_2.7.yml,OtherPass,pyopenssl,71.72,True
8,2604241,output_data_2.7.yml,OtherPass,pyopenssl;django,190.04,True
8,1795840,output_data_3.7.yml,SyntaxError,maya,1110.99,False
8,477969,output_data_2.7.yml,OtherPass,biopython,332.94,True
8,c2dfe5772ba3cd16c1be17ba42b7db66,output_data_3.7.yml,OtherPass,tensorflow,259.81,True
8,1e58686b6d5193cbaf30,output_data_2.7.yml,NoMatchingDistribution,jinja2;libcloud,606.1,False
8,1192059,output_data_2.7.yml,OtherPass,pycryptodome,44.56,True
8,4121343,output_data_2.7.yml,NameError,scene;pillow,285.08,True
8,eef8c9bfb4434787672c303153eee500,output_data_2.7.yml,OtherPass,paho-mqtt,80.63,True
8,d100a028027c5a6b8340,output_data_2.7.yml,OtherPass,python-dateutil,148.31,True
8,1441019,output_data_3.7.yml,OtherPass,,82.36,True
8,783993,output_data_2.7.yml,OtherPass,mongoengine;django,73.08,True
8,2a5d283b0d279ea96c26,snippet.py,FailedToRun,,1200,False
8,6e20dba959277bd9af77,output_data_3.8.yml,SyntaxError,pandas;scikit-learn;xgboost;hyperopt;numpy,678.47,False
8,071932322204bcad6063,output_data_2.7.yml,ImportError,scene,970.83,False
8,f11258583ffcc4728eb71adc0f38e832,output_data_3.8.yml,OtherPass,graphviz;torch;torchvision,1200,True
8,27a1eea9f1d01056ebb0,output_data_3.3.yml,OtherFailure,pyinotify;pynotify;gtk,313.86,False
8,64821d31816bce595a4bbd98588b37f5,output_data_2.7.yml,OtherPass,numpy;scikit-image,166.39,True
8,667919,output_data_3.8.yml,SyntaxError,twisted,1007.51,False
8,11215761,output_data_2.7.yml,OtherPass,django,40.95,True
8,fbadce83877a36622720,snippet.py,FailedToRun,,1200,False
8,5378938,output_data_2.7.yml,OtherPass,pillow,166.36,True
8,d6cd0fb8c85e1547c3c60f95f5b2d5e1,output_data_2.7.yml,OtherPass,django,48.63,True
8,c18bfe4fd96008ffa0aef25001a2e88f,output_data_2.7.yml,OtherPass,django;bleach;html5lib,380.86,True
8,6033364,output_data_2.7.yml,OtherPass,numpy;matplotlib;scipy,366.28,True
8,4132799,output_data_2.7.yml,OtherPass,clipboard;pillow;pyperclip,340.14,True
8,27bbd6895c0afb314879,output_data_3.7.yml,OtherPass,praw,180.91,True
8,da582d745fa2bf0ddd8f5f7480042291,output_data_2.7.yml,CouldNotBuildWheels,dlib;opencv-python;numpy,486.47,False
8,2351079,output_data_2.7.yml,OtherPass,django,52.24,True
8,1920535,output_data_3.7.yml,SyntaxError,pillow,547.4,False
