id,name,file,result,python_modules,duration,passed
6,da6c11fad0fc1966aa057e62bacccb2d,output_data_2.7.yml,OtherPass,td-watson,81.36,True
6,c8eb9d0938584a277f90,output_data_2.7.yml,OtherPass,robofab;fonttools,329.96,True
6,f5b0d13b0bb3e4ac0572,output_data_2.7.yml,ImportError,,504.67,False
6,1554441,output_data_2.7.yml,OtherPass,django,35.93,True
6,867684,output_data_3.7.yml,TypeError,tornado;your;mysqlclient,451.21,True
6,3094847,output_data_2.7.yml,OtherPass,django,47.32,True
6,6695625,output_data_3.7.yml,SyntaxError,,538.14,False
6,efbe081b2bde5662cc1e76db0e12289e,output_data_2.7.yml,OtherPass,opencv-python,95.32,True
6,1183842,output_data_3.7.yml,SyntaxError,,789.47,False
6,4599814,output_data_2.7.yml,OtherPass,numpy;scipy,446.24,True
6,893580,output_data_2.7.yml,OtherPass,biopython,455.59,True
6,9132441,output_data_2.7.yml,NameError,scene,61.17,True
6,5201689,output_data_2.7.yml,OtherFailure,gdal,482.01,False
6,e3b59913d71d82a03eda,output_data_3.7.yml,SyntaxError,,552.07,False
6,6404683,output_data_3.3.yml,SyntaxError,weibo;requests,788.03,False
6,8285428,output_data_2.7.yml,NameError,scene,48.12,True
6,a7c41b072cfa4cc2c592,output_data_3.6.yml,SyntaxError,idc;pyosc,834.25,False
6,2838603,output_data_2.7.yml,CouldNotBuildWheels,geopy;shapely;gdal,875.18,False
6,4504341,output_data_3.7.yml,SyntaxError,burp,1080.47,False
6,2f8f55987ccc224e2342,output_data_2.7.yml,ImportError,flask,738.13,False
6,3803893,output_data_2.7.yml,OtherFailure,numpy;rpy2;scipy,450.59,False
6,1fa4f3360ffdb1e69507,output_data_2.7.yml,CouldNotBuildWheels,orange;qtgui,360.6,False
6,817a70706587da3bd862835c59ef584e,output_data_2.7.yml,OtherPass,django;pillow;djangorestframework,570.65,True
6,5073235,output_data_2.7.yml,ImportError,,297.69,False
6,756b1d8df2d1487497d29b90e81f8068,output_data_2.7.yml,OtherPass,pyopenssl;requests,98.83,True
6,4334461,output_data_2.7.yml,OtherPass,django;template,77.93,True
6,51edd66425998e5fca37,output_data_2.7.yml,NoMatchingDistribution,foundation;uikit;webvirtmgr,996.77,False
6,73efaccda6025883fc66,output_data_2.7.yml,OtherPass,pyyaml,92.73,True
6,5eaed8a5c299e5282d066a1fbc03152c,output_data_2.7.yml,OtherPass,django,54.64,True
6,11078820,output_data_3.10.yml,OtherPass,,30.57,True
6,925270,output_data_2.7.yml,OtherPass,django,65.16,True
6,0cfe89a89b892e47e8418e281dfe318d,output_data_2.7.yml,OtherPass,django;psycopg2-binary,232.95,True
6,eca49daaae6d4566383b39908bfc3fd0,output_data_3.7.yml,OtherPass,requests,97.47,True
6,9cba618eacedc68c656b,output_data_2.7.yml,ImportError,cachetools;scapy,417.24,False
