id,name,file,result,python_modules,duration,passed
2,da6c11fad0fc1966aa057e62bacccb2d,output_data_2.7.yml,OtherPass,td-watson,50.27,True
2,c8eb9d0938584a277f90,output_data_2.7.yml,OtherPass,robofab;fonttools,93.86,True
2,f5b0d13b0bb3e4ac0572,output_data_2.7.yml,ImportError,,602.63,False
2,1554441,output_data_2.7.yml,OtherPass,django,36.87,True
2,867684,output_data_3.7.yml,TypeError,tornado;your;sqlalchemy;mysqlclient,454.95,True
2,3094847,output_data_2.7.yml,OtherPass,django,30.14,True
2,6695625,output_data_2.7.yml,NoMatchingDistribution,win32con,261.58,False
2,efbe081b2bde5662cc1e76db0e12289e,output_data_2.7.yml,OtherPass,opencv-python,24.46,True
2,1183842,output_data_3.7.yml,SyntaxError,,596.21,False
2,4599814,output_data_2.7.yml,OtherPass,numpy;scipy,51.49,True
2,893580,output_data_2.7.yml,OtherPass,biopython,147.55,True
2,9132441,output_data_2.7.yml,NameError,scene,35.03,True
2,5201689,output_data_2.7.yml,CouldNotBuildWheels,gdal,351.22,False
2,e3b59913d71d82a03eda,output_data_3.8.yml,SyntaxError,,547.48,False
2,6404683,output_data_3.3.yml,SyntaxError,weibo;requests,287.65,False
2,8285428,output_data_2.7.yml,NameError,scene,35.59,True
2,a7c41b072cfa4cc2c592,output_data_2.7.yml,ImportError,,397.02,False
2,2838603,output_data_2.7.yml,CouldNotBuildWheels,geopy;shapely;gdal,451.81,False
2,4504341,output_data_3.7.yml,SyntaxError,burp,576.87,False
2,2f8f55987ccc224e2342,output_data_2.7.yml,ImportError,,473.84,False
2,3803893,output_data_2.7.yml,OtherFailure,numpy;rpy2;scipy,269.98,False
2,1fa4f3360ffdb1e69507,output_data_3.7.yml,SyntaxError,,197.5,False
2,817a70706587da3bd862835c59ef584e,output_data_2.7.yml,OtherPass,pillow;django;djangorestframework,283.64,True
2,5073235,output_data_2.7.yml,ImportError,,241.4,False
2,756b1d8df2d1487497d29b90e81f8068,output_data_2.7.yml,OtherPass,pyopenssl;requests,85.91,True
2,4334461,output_data_2.7.yml,OtherPass,django;template,46.8,True
2,51edd66425998e5fca37,output_data_2.7.yml,NoMatchingDistribution,foundation;uikit;webvirtmgr,591.79,False
2,73efaccda6025883fc66,output_data_2.7.yml,OtherPass,pyyaml,42.89,True
2,5eaed8a5c299e5282d066a1fbc03152c,output_data_2.7.yml,OtherPass,django,37.77,True
2,11078820,output_data_3.7.yml,OtherPass,,22.99,True
2,925270,output_data_2.7.yml,OtherPass,django;requests,40.71,True
2,0cfe89a89b892e47e8418e281dfe318d,output_data_2.7.yml,OtherPass,django;django-contrib-postgres;psycopg2,290.19,True
2,eca49daaae6d4566383b39908bfc3fd0,output_data_3.7.yml,OtherPass,requests,30.69,True
2,9cba618eacedc68c656b,output_data_3.9.yml,SyntaxError,cachetools;scapy,210.82,False
2,da0ebd94c1c1fcf7ef6f3cd3f1f6fb9c,output_data_2.7.yml,NameError,pillow,138.39,True
2,8752582,output_data_2.7.yml,ImportError,django;application;requests;sqlalchemy;views,380.69,False
2,1308865,output_data_2.7.yml,OtherPass,django,25.99,True
2,ff2f97d91c9bed820c15,output_data_2.7.yml,OtherPass,numpy;scipy,46.15,True
2,379cc31c29cfb5bdc9a0,output_data_2.7.yml,OtherPass,numpy;scikit-learn;chainer;matplotlib,208.08,True
2,5181631,output_data_2.7.yml,ImportError,,506.36,False
2,2203822,output_data_3.7.yml,SyntaxError,,315.2,False
2,0d5b3e7cc89cb2180c6e,output_data_2.7.yml,OtherPass,pillow,34.41,True
2,3676137,output_data_2.7.yml,OtherPass,django,76.74,True
2,d1426ffad93b786e035e,output_data_2.7.yml,OtherPass,django,118.65,True
2,d14e424540faedb3ea88,output_data_2.7.yml,OtherFailure,openerp-web;api;res;python-xml,497.73,False
2,10792332,output_data_3.8.yml,OtherPass,,29.46,True
2,4713392,output_data_3.7.yml,SyntaxError,kurt;custom_exceptions,674.98,False
2,5bfad28ceb3a484dfd2a,output_data_2.7.yml,OtherPass,scipy;scikit-learn,422.87,True
2,7719991351343a92aa7b654d2b36c8db,output_data_2.7.yml,ImportError,paho-mqtt,408.63,False
2,8838751,output_data_3.7.yml,SyntaxError,photos,533.85,False
2,4575855,output_data_2.7.yml,OtherPass,django,135.3,True
2,1435555,output_data_2.7.yml,OtherPass,twisted,46.42,True
2,8464000,output_data_2.7.yml,CouldNotBuildWheels,opencv-python;pyside,284.91,False
2,6649639,output_data_2.7.yml,OtherPass,flask;werkzeug,140.43,True
2,c4b999517b713adb6480a349bb6d7658,output_data_3.7.yml,OtherPass,google;oauth2client;google-cloud-monitoring,400.07,True
2,535acf4c62ee2a71da498281c2dfc4f4,output_data_2.7.yml,AttributeError,gym;numpy;tensorflow,472.96,False
2,5521734,output_data_2.7.yml,OtherPass,pillow,158.47,True
2,4034439,output_data_2.7.yml,NoMatchingDistribution,scene;sound,298.23,False
2,11242170,output_data_2.7.yml,OtherPass,pillow;clipboard;pyperclip,142.72,True
2,d6cdb809115ecf46d5fea5a458c4dada,output_data_3.7.yml,NoMatchingDistribution,spynner;pyquery;pyside,332.39,False
2,9676416,output_data_2.7.yml,OtherPass,paramiko;pysocks,38.88,True
2,16ce4914683da30f87d0,output_data_2.7.yml,TypeError,numpy;scikit-learn;scipy,417.65,True
2,31eee50b9aaebf387b380f70054575c5,output_data_2.7.yml,OtherPass,tensorflow;tensorboard,155.07,True
2,a3dd4a35ecd94660411112999923d561,output_data_2.7.yml,ImportError,numpy;scipy;dask;toolz,329.39,False
2,8883307,output_data_2.7.yml,InvalidRequirement,_winreg,192.33,False
2,5807738,output_data_2.7.yml,ImportError,ycm,346.09,False
2,b5d44b5c06172733d9edda4bcf9326b2,output_data_2.7.yml,OtherPass,opencv-python;numpy,92.02,True
2,a2b9c6ecdb24ca8fd6f4f41a9c0eb32e,output_data_2.7.yml,ImportError,requests,238.26,False
2,20d90e1f21792a67eb6d27c445aa7a1f,output_data_2.7.yml,OtherPass,pyyaml,26.37,True
2,738fa2eedd9666b78404ed1751336f56,output_data_2.7.yml,AttributeError,numpy;theano;lasagne;matplotlib;scipy,372.2,False
2,5803923,output_data_2.7.yml,OtherPass,django,94.02,True
2,3057138,output_data_2.7.yml,CouldNotBuildWheels,pyodbc;numpy;pandas,317.47,False
2,11538913,output_data_2.7.yml,NoMatchingDistribution,chimera,329.02,False
2,805439,output_data_2.7.yml,ImportError,pyramid;sqlalchemy;zope;baseline;users;tutorial,634.72,False
2,5108298,output_data_2.7.yml,OtherPass,python-daemon,51.18,True
2,6337361,output_data_2.7.yml,OtherPass,django,41.36,True
2,5437131,output_data_3.7.yml,SyntaxError,,664.16,False
2,0306734dfe17076dfd34e09660c198c0,output_data_3.8.yml,OtherPass,pandas;numpy;shapely;fiona;geopandas;geojson,246.95,True
2,8497c831c0a37ec4060b,output_data_3.7.yml,SyntaxError,httplib2;websocket,533.63,False
2,2635074,output_data_2.7.yml,NoMatchingDistribution,sublime,344.88,False
2,d03a49767c7c307be5ed,output_data_3.7.yml,OtherPass,,19.29,True
2,2351057,output_data_3.7.yml,SyntaxError,numpy;scikit-learn,311.33,False
2,1074551,output_data_3.7.yml,SyntaxError,numpy,303.39,False
2,5882365,output_data_2.7.yml,NoMatchingDistribution,pyaudio;numpy;matplotlib,471.56,False
2,0b42dbd687ae3b838728,output_data_2.7.yml,OtherPass,gitpython,22.64,True
2,d6eb474543c32eb33504,output_data_2.7.yml,CouldNotBuildWheels,cython;kivy,424.84,False
2,1701305,output_data_3.7.yml,SyntaxError,eyed3,481.01,False
2,6606487,output_data_3.7.yml,AttributeError,beautifulsoup4,331.12,False
2,391fb178d7c06e8dc7e4051d9b5395af,output_data_2.7.yml,InvalidRequirement,image;pillow;pytesseract;opencv-python;numpy;couldn't,497.11,False
2,2d4a4a8be57a9b8e94c7a4903d8d8bf8,output_data_2.7.yml,OtherPass,requests;signalr-client,57.79,True
2,4712723,output_data_2.7.yml,OtherPass,xlwt;pillow,146.07,True
2,2288152,output_data_2.7.yml,OtherPass,pillow,138.77,True
2,cd9a1a7c969c06eaae8b,output_data_2.7.yml,ImportError,django;six;django-haystack;elasticsearch,416.46,False
2,1650418,output_data_2.7.yml,CouldNotBuildWheels,psycopg2;imposm,280.62,False
2,949ba045d1471c03ae7c,output_data_2.7.yml,SyntaxError,numpy;pandas;matplotlib;theano;keras;tensorflow,456.22,False
2,242176c5bdb282b0a327,output_data_2.7.yml,OtherPass,opencv-python;numpy;livestreamer,79.96,True
2,5df669df7b29806ca541,output_data_2.7.yml,ImportError,pandas;pymaps;jinja2,342.54,False
2,891080,output_data_3.7.yml,SyntaxError,,450.86,False
2,7653403,output_data_3.7.yml,TypeError,pyyaml,27.31,True
2,594015,output_data_2.7.yml,OtherPass,django,43.04,True
2,3714115,output_data_2.7.yml,OtherPass,django,54.21,True
2,d64234a093e223e319d2d7a104d4b85e,output_data_3.8.yml,AttributeError,pyobjc;packagekit,278.6,False
2,0c10e910e514832b7103,output_data_2.7.yml,ImportError,,546.84,False
2,1534135a419bb0b957b9,output_data_2.7.yml,OtherPass,tensorflow;numpy,76.29,True
2,3989161,output_data_2.7.yml,ImportError,paho-mqtt,282.24,False
2,9228580,output_data_3.7.yml,SyntaxError,django;django-cms,300.96,False
2,ef26915065225df65c1187562eca7ec4,output_data_3.7.yml,OtherPass,torch;numpy,44.74,True
2,70ed63ee8992c401a9dd,output_data_2.7.yml,ImportError,,624.95,False
2,19284bd220165758a0c953ae25108b6b,output_data_2.7.yml,OtherFailure,mathutils;numpy,336.36,False
2,3829302,output_data_2.7.yml,OtherPass,django;factory,112.15,True
2,1402892,output_data_3.7.yml,SyntaxError,scikit-learn;numpy;scipy,867.14,False
2,1165038,output_data_2.7.yml,OtherPass,pyopenssl,59.45,True
2,2604241,output_data_2.7.yml,OtherPass,pyopenssl;django;simplejson,186.8,True
2,1795840,output_data_3.7.yml,SyntaxError,maya,603.58,False
2,477969,output_data_2.7.yml,OtherPass,biopython,160.67,True
2,c2dfe5772ba3cd16c1be17ba42b7db66,output_data_3.7.yml,OtherPass,tensorflow,205.34,True
2,1e58686b6d5193cbaf30,output_data_2.7.yml,NoMatchingDistribution,jinja2;libcloud,371.3,False
2,1192059,output_data_2.7.yml,OtherPass,pycryptodome,33.21,True
2,4121343,output_data_2.7.yml,NameError,scene;pillow,171.37,True
2,eef8c9bfb4434787672c303153eee500,output_data_2.7.yml,OtherPass,paho-mqtt,41.39,True
2,d100a028027c5a6b8340,output_data_2.7.yml,OtherPass,python-dateutil,116.02,True
2,1441019,output_data_2.7.yml,ImportError,,386.22,False
2,783993,output_data_2.7.yml,OtherPass,mongoengine;django,37.76,True
2,2a5d283b0d279ea96c26,output_data_3.7.yml,OtherPass,,22.06,True
2,6e20dba959277bd9af77,output_data_3.7.yml,SyntaxError,scikit-learn;hyperopt;numpy,550.39,False
2,071932322204bcad6063,output_data_2.7.yml,ImportError,scene;ui,712.59,False
2,f11258583ffcc4728eb71adc0f38e832,output_data_3.7.yml,AttributeError,torch;torchvision;graphviz,2004.92,False
2,27a1eea9f1d01056ebb0,output_data_3.3.yml,OtherFailure,pyinotify;pynotify;gtk,234.68,False
2,64821d31816bce595a4bbd98588b37f5,output_data_2.7.yml,OtherPass,numpy;cython;scikit-image;scipy,346.71,True
2,667919,output_data_2.7.yml,OtherPass,twisted;mysqlclient,42.07,True
2,11215761,output_data_2.7.yml,ImportError,django;models;pyyaml,400.23,False
2,fbadce83877a36622720,output_data_2.7.yml,ImportError,,303.87,False
2,5378938,output_data_2.7.yml,OtherPass,pillow,28.1,True
2,d6cd0fb8c85e1547c3c60f95f5b2d5e1,output_data_2.7.yml,OtherPass,django,38.54,True
2,c18bfe4fd96008ffa0aef25001a2e88f,output_data_2.7.yml,OtherPass,bleach;django,138.94,True
2,6033364,output_data_2.7.yml,OtherPass,scipy;numpy;matplotlib,252.68,True
2,4132799,output_data_2.7.yml,OtherPass,pillow;clipboard;pyperclip,90.98,True
2,27bbd6895c0afb314879,output_data_3.7.yml,OtherPass,praw,34.95,True
2,da582d745fa2bf0ddd8f5f7480042291,output_data_2.7.yml,CouldNotBuildWheels,dlib;opencv-python;numpy,200.88,False
2,2351079,output_data_2.7.yml,OtherPass,django,42.96,True
2,1920535,output_data_2.7.yml,DjangoPass,sorl-thumbnail;pillow;django,267.41,True
2,5633266,output_data_2.7.yml,OtherPass,numpy;scikit-learn;joblib,121.78,True
2,1065196,output_data_2.7.yml,OtherPass,django,139.94,True
2,1042719,output_data_2.7.yml,OtherPass,django;ldap;ldap3,252.76,True
2,4350345,output_data_3.7.yml,SyntaxError,pymongo;bson,566.99,False
2,8e4b396a1c8a1f3f80d0,output_data_2.7.yml,AttributeError,python-editor;webvirtmgr,272.81,False
2,3940455,snippet.py,FailedToRun,,1200,False
