id,name,file,result,python_modules,duration,passed
9,da6c11fad0fc1966aa057e62bacccb2d,output_data_2.7.yml,OtherPass,td-watson,73.1,True
9,c8eb9d0938584a277f90,output_data_2.7.yml,OtherPass,robofab;fonttools,219.25,True
9,f5b0d13b0bb3e4ac0572,output_data_2.7.yml,ImportError,,910.29,False
9,1554441,output_data_2.7.yml,OtherPass,django;requests,69.57,True
9,867684,output_data_3.7.yml,TypeError,tornado;your;mysqlclient,289.4,True
9,3094847,output_data_2.7.yml,OtherPass,django,49.72,True
9,6695625,output_data_3.7.yml,SyntaxError,,733.11,False
9,efbe081b2bde5662cc1e76db0e12289e,output_data_2.7.yml,OtherPass,opencv-python,180.89,True
9,1183842,output_data_3.7.yml,SyntaxError,,764.56,False
9,4599814,output_data_2.7.yml,OtherPass,numpy;scipy,77.18,True
9,893580,output_data_2.7.yml,OtherPass,biopython,319.57,True
9,9132441,output_data_2.7.yml,NameError,scene,159.44,True
9,5201689,output_data_2.7.yml,OtherFailure,gdal;ogr,557.82,False
9,e3b59913d71d82a03eda,output_data_3.7.yml,SyntaxError,,727.94,False
9,6404683,output_data_3.3.yml,OtherFailure,weibo;requests,347.21,False
9,8285428,output_data_2.7.yml,NameError,scene,46.41,True
9,a7c41b072cfa4cc2c592,output_data_2.7.yml,OtherFailure,idc,615.6,False
9,2838603,output_data_2.7.yml,CouldNotBuildWheels,geopy;shapely;gdal,581.11,False
9,4504341,output_data_3.7.yml,SyntaxError,burp,878.21,False
9,2f8f55987ccc224e2342,output_data_2.7.yml,ImportError,flask,779.32,False
9,3803893,output_data_2.7.yml,OtherFailure,numpy;rpy2,382.11,False
9,1fa4f3360ffdb1e69507,output_data_3.7.yml,SyntaxError,,372.86,False
9,817a70706587da3bd862835c59ef584e,output_data_2.7.yml,OtherPass,django;djangorestframework;pillow,320.77,True
9,5073235,output_data_2.7.yml,ImportError,,355.97,False
9,756b1d8df2d1487497d29b90e81f8068,output_data_2.7.yml,OtherPass,pyopenssl;requests,129.21,True
9,4334461,output_data_2.7.yml,OtherPass,django,53.42,True
9,51edd66425998e5fca37,output_data_2.7.yml,NoMatchingDistribution,foundation;uikit;webvirtmgr,1167.63,False
9,73efaccda6025883fc66,output_data_2.7.yml,OtherPass,pyyaml,59.8,True
9,5eaed8a5c299e5282d066a1fbc03152c,output_data_2.7.yml,OtherPass,django,54.49,True
9,11078820,output_data_3.7.yml,OtherPass,,27.62,True
9,925270,output_data_2.7.yml,OtherPass,django,46.93,True
9,0cfe89a89b892e47e8418e281dfe318d,output_data_2.7.yml,OtherPass,django;psycopg2,159.93,True
9,eca49daaae6d4566383b39908bfc3fd0,output_data_3.7.yml,OtherPass,requests,374.97,True
9,9cba618eacedc68c656b,output_data_3.3.yml,OtherFailure,libemu;cachetools;scapy,323.02,False
9,da0ebd94c1c1fcf7ef6f3cd3f1f6fb9c,output_data_2.7.yml,NameError,pillow,209.31,True
9,8752582,output_data_3.7.yml,ImportError,django;application,537.49,False
9,1308865,output_data_2.7.yml,OtherPass,django,34.73,True
9,ff2f97d91c9bed820c15,output_data_2.7.yml,OtherPass,numpy;scipy,171.06,True
9,379cc31c29cfb5bdc9a0,output_data_2.7.yml,OtherPass,numpy;scikit-learn;chainer;tensorflow,260.85,True
9,5181631,output_data_2.7.yml,ImportError,,418.93,False
9,2203822,output_data_3.7.yml,SyntaxError,,429.07,False
9,0d5b3e7cc89cb2180c6e,output_data_3.7.yml,ModuleNotFound,,870.86,False
9,3676137,output_data_2.7.yml,OtherPass,django,116.83,True
9,d1426ffad93b786e035e,output_data_2.7.yml,OtherPass,django,166.97,True
9,d14e424540faedb3ea88,output_data_2.7.yml,OtherFailure,openerp-web;python-xml,701.67,False
9,10792332,output_data_3.8.yml,OtherPass,,32.0,True
9,4713392,output_data_3.7.yml,SyntaxError,kurt,513.22,False
9,5bfad28ceb3a484dfd2a,output_data_2.7.yml,InvalidRequirement,[1]:;scipy;scikit-learn;[1],1474.26,False
9,7719991351343a92aa7b654d2b36c8db,output_data_2.7.yml,ImportError,paho-mqtt,755.59,False
9,8838751,output_data_3.7.yml,SyntaxError,photos,1050.52,False
9,4575855,output_data_2.7.yml,OtherPass,django,177.6,True
9,1435555,output_data_2.7.yml,OtherPass,twisted,48.66,True
9,8464000,output_data_2.7.yml,CouldNotBuildWheels,opencv-python;pyside,417.97,False
9,6649639,output_data_2.7.yml,OtherPass,flask;psycopg2-binary,127.99,True
9,c4b999517b713adb6480a349bb6d7658,output_data_3.7.yml,AttributeError,google;oauth2client;google-cloud-monitoring,1079.12,False
9,535acf4c62ee2a71da498281c2dfc4f4,output_data_2.7.yml,NoMatchingDistribution,gym;numpy;tensorflow,573.86,False
9,5521734,output_data_2.7.yml,OtherPass,pillow,100.15,True
9,4034439,output_data_2.7.yml,ImportError,scene,464.13,False
9,11242170,output_data_2.7.yml,OtherPass,clipboard;pillow;pyperclip,298.1,True
9,d6cdb809115ecf46d5fea5a458c4dada,output_data_3.7.yml,NoMatchingDistribution,spynner;pyquery;pyqt4,525.95,False
9,9676416,output_data_2.7.yml,OtherPass,paramiko;pysocks,65.25,True
9,16ce4914683da30f87d0,output_data_2.7.yml,OtherPass,numpy;scikit-learn,553.79,True
9,31eee50b9aaebf387b380f70054575c5,output_data_2.7.yml,OtherPass,tensorflow;tensorboard,181.83,True
9,a3dd4a35ecd94660411112999923d561,output_data_3.8.yml,OtherPass,numpy;scipy;dask[distributed],280.68,True
9,8883307,output_data_2.7.yml,InvalidRequirement,_winreg,385.25,False
9,5807738,output_data_2.7.yml,ImportError,ycm,651.13,False
9,b5d44b5c06172733d9edda4bcf9326b2,output_data_2.7.yml,OtherPass,opencv-python;numpy,103.6,True
9,a2b9c6ecdb24ca8fd6f4f41a9c0eb32e,output_data_2.7.yml,ImportError,requests,496.98,False
9,20d90e1f21792a67eb6d27c445aa7a1f,output_data_2.7.yml,OtherPass,pyyaml,43.43,True
9,738fa2eedd9666b78404ed1751336f56,output_data_2.7.yml,OtherPass,numpy;theano;lasagne;matplotlib;scipy,267.98,True
9,5803923,output_data_2.7.yml,OtherPass,django,174.29,True
9,3057138,output_data_2.7.yml,NoMatchingDistribution,pyodbc;numpy;pandas,561.29,False
9,11538913,output_data_2.7.yml,ImportError,,650.89,False
9,805439,output_data_2.7.yml,ImportError,pyramid;sqlalchemy;zope;baseline;users,1104.55,False
9,5108298,output_data_2.7.yml,OtherPass,python-daemon,43.17,True
9,6337361,output_data_2.7.yml,OtherPass,django,71.03,True
9,5437131,output_data_3.8.yml,SyntaxError,,966.29,False
9,0306734dfe17076dfd34e09660c198c0,output_data_2.7.yml,ImportError,pandas;numpy;shapely;fiona;geopandas;geojson,799.23,False
9,8497c831c0a37ec4060b,output_data_3.7.yml,SyntaxError,websocket,504.64,False
9,2635074,output_data_2.7.yml,NoMatchingDistribution,sublime,518.88,False
9,d03a49767c7c307be5ed,output_data_3.7.yml,OtherPass,,40.43,True
9,2351057,output_data_3.7.yml,SyntaxError,numpy;scikit-learn,978.55,False
9,1074551,output_data_3.7.yml,SyntaxError,numpy,968.99,False
9,5882365,output_data_2.7.yml,NoMatchingDistribution,pyaudio;numpy;matplotlib,694.33,False
9,0b42dbd687ae3b838728,output_data_2.7.yml,OtherPass,gitpython,43.98,True
9,d6eb474543c32eb33504,output_data_3.7.yml,TypeError,kivy,666.76,True
9,1701305,output_data_3.7.yml,SyntaxError,eyed3,985.69,False
9,6606487,output_data_3.7.yml,TypeError,beautifulsoup4,514.49,True
9,391fb178d7c06e8dc7e4051d9b5395af,output_data_2.7.yml,InvalidRequirement,image;pillow;pytesseract;opencv-python;numpy;couldn't,951.58,False
9,2d4a4a8be57a9b8e94c7a4903d8d8bf8,output_data_2.7.yml,OtherPass,requests;signalr-client,79.44,True
9,4712723,output_data_2.7.yml,OtherPass,xlwt;pillow,219.25,True
9,2288152,output_data_2.7.yml,OtherPass,pillow,177.47,True
9,cd9a1a7c969c06eaae8b,output_data_2.7.yml,DjangoPass,django;six;django-haystack,329.75,True
9,1650418,output_data_2.7.yml,OtherFailure,psycopg2;geopandas,677.35,False
9,949ba045d1471c03ae7c,output_data_2.7.yml,AttributeError,numpy;pandas;matplotlib;theano;keras;tensorflow;scipy,1244.63,False
9,242176c5bdb282b0a327,output_data_2.7.yml,OtherPass,opencv-python;numpy;livestreamer,91.36,True
9,5df669df7b29806ca541,output_data_2.7.yml,ImportError,pandas;pymaps,547.22,False
9,891080,output_data_3.8.yml,SyntaxError,python2,726.83,False
9,7653403,output_data_3.7.yml,TypeError,pyyaml,38.36,True
9,594015,output_data_2.7.yml,OtherPass,django,71.35,True
9,3714115,output_data_2.7.yml,OtherPass,django,94.85,True
9,d64234a093e223e319d2d7a104d4b85e,output_data_3.8.yml,AttributeError,pyobjc;packagekit,914.8,False
9,0c10e910e514832b7103,output_data_2.7.yml,ImportError,httplib2,871.32,False
9,1534135a419bb0b957b9,output_data_2.7.yml,OtherPass,tensorflow;numpy,241.26,True
9,3989161,output_data_2.7.yml,ImportError,paho-mqtt,547.65,False
9,9228580,output_data_3.7.yml,SyntaxError,django-cms,535.44,False
9,ef26915065225df65c1187562eca7ec4,output_data_3.7.yml,OtherPass,torch;numpy,386.21,True
9,70ed63ee8992c401a9dd,output_data_2.7.yml,ImportError,,434.96,False
9,19284bd220165758a0c953ae25108b6b,output_data_2.7.yml,OtherFailure,mathutils;numpy,501.63,False
9,3829302,output_data_2.7.yml,OtherPass,django;factory,125.05,True
9,1402892,output_data_2.7.yml,AttributeError,scikit-learn;numpy;scipy,624.56,False
9,1165038,output_data_2.7.yml,OtherPass,pyopenssl,77.8,True
9,2604241,output_data_2.7.yml,OtherPass,pyopenssl;django,206.2,True
9,1795840,output_data_3.7.yml,SyntaxError,maya,1141.38,False
9,477969,output_data_2.7.yml,OtherPass,biopython,212.69,True
9,c2dfe5772ba3cd16c1be17ba42b7db66,output_data_2.7.yml,ImportError,keras;tensorflow;theano,807.12,False
9,1e58686b6d5193cbaf30,output_data_3.8.yml,SyntaxError,jinja2,686.62,False
9,1192059,output_data_2.7.yml,OtherPass,pycryptodome,47.04,True
9,4121343,output_data_2.7.yml,NameError,scene;touch;events;pillow,289.72,True
9,eef8c9bfb4434787672c303153eee500,output_data_2.7.yml,OtherPass,paho-mqtt,172.09,True
9,d100a028027c5a6b8340,output_data_2.7.yml,OtherPass,python-dateutil,247.08,True
9,1441019,output_data_2.7.yml,NoMatchingDistribution,gtk,530.93,False
9,783993,output_data_2.7.yml,OtherPass,mongoengine;django,61.48,True
9,2a5d283b0d279ea96c26,output_data_3.7.yml,OtherPass,,23.28,True
9,6e20dba959277bd9af77,output_data_2.7.yml,ImportError,pandas;scikit-learn;xgboost;hyperopt;numpy,688.25,False
9,071932322204bcad6063,output_data_2.7.yml,InvalidRequirement,scene;ui,1282.38,False
9,f11258583ffcc4728eb71adc0f38e832,output_data_3.7.yml,AttributeError,graphviz;torch;torchvision,1200,False
9,27a1eea9f1d01056ebb0,output_data_3.3.yml,OtherFailure,pyinotify;pynotify;gtk,355.87,False
9,64821d31816bce595a4bbd98588b37f5,output_data_2.7.yml,OtherPass,numpy;scikit-image,276.58,True
9,667919,output_data_2.7.yml,OtherPass,twisted;mysqlclient,62.8,True
9,11215761,output_data_2.7.yml,ImportError,django;models;pyyaml,530.31,False
9,fbadce83877a36622720,output_data_2.7.yml,ImportError,,444.39,False
9,5378938,output_data_2.7.yml,OtherPass,pillow,43.43,True
9,d6cd0fb8c85e1547c3c60f95f5b2d5e1,output_data_2.7.yml,OtherPass,django,47.61,True
9,c18bfe4fd96008ffa0aef25001a2e88f,output_data_2.7.yml,OtherPass,django;bleach;html5lib,401.23,True
9,6033364,output_data_3.7.yml,OtherPass,scipy;numpy;matplotlib,161.01,True
9,4132799,output_data_2.7.yml,OtherPass,pillow;clipboard;pyperclip,112.51,True
9,27bbd6895c0afb314879,output_data_3.7.yml,OtherPass,praw,100.85,True
9,da582d745fa2bf0ddd8f5f7480042291,output_data_2.7.yml,CouldNotBuildWheels,dlib;opencv-python;numpy,398.03,False
9,2351079,output_data_2.7.yml,OtherPass,django,62.01,True
9,1920535,output_data_3.7.yml,SyntaxError,pillow,552.46,False
9,5633266,output_data_2.7.yml,OtherPass,numpy;scikit-learn;joblib;scipy,478.81,True
9,1065196,output_data_2.7.yml,OtherPass,django,146.63,True
9,1042719,output_data_2.7.yml,OtherPass,django;ldap,310.79,True
9,4350345,output_data_3.7.yml,SyntaxError,pymongo;bson,1005.5,False
9,8e4b396a1c8a1f3f80d0,output_data_2.7.yml,AttributeError,python-editor;webvirtmgr,448.51,False
9,3940455,snippet.py,FailedToRun,,1200,False
9,c26b2dd5c2bdeaf6d7479a68bd7023bb,output_data_3.8.yml,TypeError,tensorflow;numpy,514.35,True
9,7634c596fe7669a54321,output_data_3.7.yml,SyntaxError,google-api-python-client;httplib2;oauth2client,926.03,False
9,6146161,output_data_2.7.yml,ImportError,,427.82,False
9,9673839,output_data_3.7.yml,OtherPass,numpy;scipy;deap,98.54,True
9,2866461,output_data_2.7.yml,TypeError,twisted,54.28,True
9,260617,output_data_2.7.yml,CouldNotBuildWheels,foundation;appkit;pyobjctools;django,724.54,False
9,44a392a01fa3e0181972,output_data_2.7.yml,ImportError,numpy;vtk;matplotlib,904.42,False
9,3993992,output_data_2.7.yml,OtherPass,numpy;matplotlib;scipy,318.91,True
9,5455375,output_data_2.7.yml,OtherPass,numpy;scipy;matplotlib,176.53,True
9,2b2abbb88b5d2b4f4e5adde42975fd0f,output_data_2.7.yml,NoMatchingDistribution,beautifulsoup4;requests;example_module;newspaper;newspaper3k;examplemodule,832.27,False
9,1761714,output_data_2.7.yml,OtherPass,numpy;scipy,64.12,True
9,3778686,output_data_3.8.yml,SyntaxError,globals;transaction;products,996.44,False
9,f2608cbe54403edb0b13,output_data_3.7.yml,OtherPass,,77.32,True
9,b72585771a9f606ad800,output_data_3.7.yml,SyntaxError,,854.0,False
9,166499794efcdfde4d00,output_data_3.7.yml,SyntaxError,photos;clipboard;beautifulsoup4,1038.52,False
9,8d1a9b14d4e9a9080ab4752608c2de61,output_data_2.7.yml,OtherPass,boto3;botocore;pycryptodome,169.67,True
9,238302,output_data_3.7.yml,OtherPass,svn,44.11,True
9,4474608,output_data_2.7.yml,ImportError,,564.06,False
9,5328738,output_data_2.7.yml,OtherPass,flask-sqlalchemy;flask-superadmin;flask,279.47,True
9,7a41da7aabb8455d0898db362335e139,output_data_2.7.yml,OtherPass,impacket,249.89,True
9,3f3b547ff68effb03e20c470af22c696,output_data_3.7.yml,TypeError,sets;tensorflow,612.24,True
